"","Gene_name","Description","log2FC_type2-type1","q-value","sex"
"301","RCN3","Reticulocalbin-3",0.383668315637138,0.240075355339955,"female"
"302","RPL31","60S ribosomal protein L31",0.383628973412792,0.0404395177194762,"female"
"303","ZNF512","Zinc finger protein 512",0.383123959686914,0.0469299794263166,"female"
"304","TPD52","Tumor protein D52",0.382628237101247,0.0660559009388197,"female"
"305","STIM1","Stromal interaction molecule 1",0.382060944327671,0.00276409489969123,"female"
"306","TPI1","Triosephosphate isomerase",0.381940677348393,0.00243531640477593,"female"
"307","COPG2","Coatomer subunit gamma-2",0.381374508690344,0.0107683363257032,"female"
"308","PDCD10","Programmed cell death protein 10",0.38096313923619,0.0221533757964922,"female"
"309","NAP1L4","Nucleosome assembly protein 1-like 4",0.380109727286818,0.00040727487719056,"female"
"310","MAPKAPK2","MAP kinase-activated protein kinase 2",0.3787432174827,0.0861312032989493,"female"
"311","CCDC90B","Coiled-coil domain-containing protein 90B, mitochondrial",0.37862948327051,0.0162194940354213,"female"
"312","CARNS1","Carnosine synthase 1",0.378548864706554,0.0603663051243844,"female"
"313","STAC3","SH3 and cysteine-rich domain-containing protein 3",0.377515815342576,0.0030530040535665,"female"
"314","TMEM256","Transmembrane protein 256",0.376490491666878,0.0741272624286514,"female"
"315","RPL24","60S ribosomal protein L24",0.374832998770154,0.0671005713867792,"female"
"316","PRCP","Lysosomal Pro-X carboxypeptidase",0.373915956708087,0.130382957372967,"female"
"317","TGFBI","Transforming growth factor-beta-induced protein ig-h3",0.373581093275178,0.0240856609948927,"female"
"318","S100A4","Protein S100-A4",0.373089232622306,0.0112494871165887,"female"
"319","MYOM2","Myomesin-2",0.373001030105566,0.00027524402051334,"female"
"320","RFC4","Replication factor C subunit 4",0.372981342863937,0.0765893584242547,"female"
"321","CA1","Carbonic anhydrase 1",0.371992315391562,0.154131217889689,"female"
"322","HHATL","Protein-cysteine N-palmitoyltransferase HHAT-like protein",0.371545877996848,0.0017195751669661,"female"
"323","MCM7","DNA replication licensing factor MCM7",0.370166234291551,0.213324807418182,"female"
"324","SMYD5","Histone-lysine N-trimethyltransferase SMYD5",0.369914611412108,0.0230219020857259,"female"
"325","ENG","Endoglin",0.369708167532451,0.294443337822626,"female"
"326","RPS5","40S ribosomal protein S5",0.369499847434673,0.159504537968281,"female"
"327","TIPRL","TIP41-like protein",0.369168081874411,0.00043695877551106,"female"
"328","EIF4E","Eukaryotic translation initiation factor 4E",0.368828110188391,0.00297704585895509,"female"
"329","HLA-C","HLA class I histocompatibility antigen, C alpha chain",0.368823679756918,0.183992537401203,"female"
"330","NUP155","Nuclear pore complex protein Nup155",0.36515516431577,0.0529485930648922,"female"
"331","PRELP","Prolargin",0.365084591028182,0.139975338832671,"female"
"332","PPIL1","Peptidyl-prolyl cis-trans isomerase-like 1",0.36451657324195,0.0507956927913672,"female"
"333","TFG","Protein TFG",0.363293558077832,0.0137012267002151,"female"
"334","TXNDC17","Thioredoxin domain-containing protein 17",0.362598909383459,0.0269604976696624,"female"
"335","LIN7C","Protein lin-7 homolog C",0.362200730311832,0.0808163447699097,"female"
"336","NUDCD2","NudC domain-containing protein 2",0.360592015664125,0.00813090112431664,"female"
"337","CDK5RAP3","CDK5 regulatory subunit-associated protein 3",0.360143169886864,0.0220983986910205,"female"
"338","FSD2","Fibronectin type III and SPRY domain-containing protein 2",0.358837904191642,0.00237547681229868,"female"
"339","PFDN4","Prefoldin subunit 4",0.358729476008069,0.0464607099700134,"female"
"340","NMRK1","Nicotinamide riboside kinase 1",0.358573319407636,0.0467832249400616,"female"
"341","DDX23","Probable ATP-dependent RNA helicase DDX23",0.358297310173459,0.0972324418162274,"female"
"342","OSBPL1A","Oxysterol-binding protein-related protein 1",0.356126266008038,0.0015763979650108,"female"
"343","APOL2","Apolipoprotein L2",0.355448518291817,0.0684740555060039,"female"
"344","RPL17","60S ribosomal protein L17",0.35422797453464,0.0639663841706899,"female"
"345","DCN","Decorin",0.353905318836116,0.153221858807628,"female"
"346","FTL","Ferritin light chain",0.353399962260735,0.100218892853846,"female"
"347","ARL6IP5","PRA1 family protein 3",0.35206639830065,0.0126904857107444,"female"
"348","ADPRH","ADP-ribosylhydrolase ARH1",0.352063822888997,0.0341648061511534,"female"
"349","PBDC1","Protein PBDC1",0.350364246417463,0.00791872515921723,"female"
"350","OXR1","Oxidation resistance protein 1",0.349419053735977,0.0432027684073985,"female"
"351","ADH1C","Alcohol dehydrogenase 1C",0.34821792949975,0.090853366826273,"female"
"352","S100A16","Protein S100-A16",0.346906586311754,0.0559056997837083,"female"
"353","EIF3H","Eukaryotic translation initiation factor 3 subunit H",0.346804846865577,0.00442638871523183,"female"
"354","PSMA2","Proteasome subunit alpha type-2",0.346100328978821,0.00123713730460129,"female"
"355","SNRPC","U1 small nuclear ribonucleoprotein C",0.340698158836174,0.0428950244158023,"female"
"356","DNAJB4","DnaJ homolog subfamily B member 4",0.340328065258692,0.0119303093752398,"female"
"357","NT5C1A","Cytosolic 5'-nucleotidase 1A",0.33929024958983,0.0112313510028937,"female"
"358","FNTA","Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha",0.339015263822326,0.00107463784245533,"female"
"359","CFL1","Cofilin-1",0.338911144283522,0.0200338245578201,"female"
"360","SCRN2","Secernin-2",0.338667843492539,0.0290904146378798,"female"
"361","LTF","Lactotransferrin",0.338579809710955,0.257574460057296,"female"
"362","ACP1","Low molecular weight phosphotyrosine protein phosphatase",0.338464896500593,0.00694518825581767,"female"
"363","HLCS","Biotin--protein ligase",0.337191933736117,0.31316167798496,"female"
"364","AIP","AH receptor-interacting protein",0.33683544886973,0.104596057377225,"female"
"365","ABCC9","ATP-binding cassette sub-family C member 9",0.336183850469993,0.162907469782654,"female"
"366","AHSA1","Activator of 90 kDa heat shock protein ATPase homolog 1",0.336039529689755,0.0189917592446707,"female"
"367","SLC4A1","Band 3 anion transport protein",0.335837025676348,0.199461412031129,"female"
"368","FKBP2","Peptidyl-prolyl cis-trans isomerase FKBP2",0.33565911043843,0.02667000045649,"female"
"369","NRAP","Nebulin-related-anchoring protein",0.335269485263295,0.140790744069492,"female"
"370","GART","Trifunctional purine biosynthetic protein adenosine-3",0.33286026276801,0.00857163061318066,"female"
"371","MTDH","Protein LYRIC",0.332229777115835,0.168876647126523,"female"
"372","POTEJ","POTE ankyrin domain family member J",0.332041177000015,0.129986219079367,"female"
"373","RPL28","60S ribosomal protein L28",0.33169191380256,0.0316063686923506,"female"
"374","RABGGTB","Geranylgeranyl transferase type-2 subunit beta",0.331447980249354,0.0291185662755145,"female"
"375","SETD7","Histone-lysine N-methyltransferase SETD7",0.331347412625188,0.00560447994991732,"female"
"376","MAP1LC3B2","Microtubule-associated proteins 1A/1B light chain 3 beta 2",0.331323184412932,0.0247210940535719,"female"
"377","POTEKP","Putative beta-actin-like protein 3",0.330559439408887,0.190366229889389,"female"
"378","WASHC2C","WASH complex subunit 2C",0.330453496546133,0.199959521925089,"female"
"379","SLC25A24","Calcium-binding mitochondrial carrier protein SCaMC-1",0.329991827972078,0.127954778175045,"female"
"380","CDC123","Cell division cycle protein 123 homolog",0.329942275617396,0.110339946634742,"female"
"381","IPO7","Importin-7",0.329614908289336,0.00666242240382384,"female"
"382","UBE4A","Ubiquitin conjugation factor E4 A",0.328719998751607,0.0423990249863955,"female"
"383","POLR2I","DNA-directed RNA polymerase II subunit RPB9",0.328442348542506,0.152257655908428,"female"
"384","SENP8","Sentrin-specific protease 8",0.327551640071578,0.0166174615159693,"female"
"385","CCDC124","Coiled-coil domain-containing protein 124",0.327237240930556,0.0237872298961206,"female"
"386","LRRC14B","Leucine-rich repeat-containing protein 14B",0.326996744146811,0.134141360581936,"female"
"387","CYRIA","CYFIP-related Rac1 interactor A",0.326981342378302,0.0511339415401018,"female"
"388","COMT","Catechol O-methyltransferase",0.32678632620871,0.00446248634747814,"female"
"389","RANGAP1","Ran GTPase-activating protein 1",0.324110149732322,0.159026889967476,"female"
"390","LPIN1","Phosphatidate phosphatase LPIN1",0.323698568686602,0.0467734336038776,"female"
"391","NEK7","Serine/threonine-protein kinase Nek7",0.323216317481586,0.0137012267002151,"female"
"392","TARDBP","TAR DNA-binding protein 43",0.32299205198734,0.0394522160609129,"female"
"393","DCD","Dermcidin",0.322880824878411,0.228547605413595,"female"
"394","EIF1B","Eukaryotic translation initiation factor 1b",0.321026291988527,0.128171877615293,"female"
"395","UBFD1","Ubiquitin domain-containing protein UBFD1",0.320959487846304,0.106135721199193,"female"
"396","GATM","Glycine amidinotransferase, mitochondrial",0.320231555596745,0.202145263992498,"female"
"397","MPDU1","Mannose-P-dolichol utilization defect 1 protein",0.319845334815312,0.118601701583554,"female"
"398","GON7","EKC/KEOPS complex subunit GON7",0.319435456526268,0.161135937826669,"female"
"399","EPM2A","Laforin",0.319373827540769,0.00906191165118014,"female"
"400","GLO1","Lactoylglutathione lyase",0.319218649023504,0.0113387189660731,"female"
"401","STK38L","Serine/threonine-protein kinase 38-like",0.318874339867103,0.017962064932564,"female"
"402","SPEG","Striated muscle preferentially expressed protein kinase",0.318738077076974,0.00805169296369938,"female"
"403","CAVIN4","Caveolae-associated protein 4",0.318264219152031,0.0479837037716608,"female"
"404","GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",0.317892171743788,0.0265144733201301,"female"
"405","RPL13A","60S ribosomal protein L13a",0.315875240439141,0.152515402465113,"female"
"406","PFN1","Profilin-1",0.315666053878289,0.0322338497085377,"female"
"407","MTR","Methionine synthase",0.315653580649053,0.0341349077158173,"female"
"408","HBG1","Hemoglobin subunit gamma-1",0.314371805607591,0.311287274238762,"female"
"409","PSME2","Proteasome activator complex subunit 2",0.3135833016656,0.0163452956012173,"female"
"410","ABCE1","ATP-binding cassette sub-family E member 1",0.312582987451353,0.00127272137176646,"female"
"411","NEXN","Nexilin",0.311370127424235,0.028522639985419,"female"
"412","CYLD","Ubiquitin carboxyl-terminal hydrolase CYLD",0.310916392260312,0.0127398225869297,"female"
"413","PIN4","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4",0.310622076346037,0.0136137997796512,"female"
"414","CAPZA1","F-actin-capping protein subunit alpha-1",0.309613786113609,0.0104598988885748,"female"
"415","GSK3B","Glycogen synthase kinase-3 beta",0.309178962442619,0.163507218139128,"female"
"416","SNAP23","Synaptosomal-associated protein 23",0.309099086146224,0.0186560432470228,"female"
"417","NRP1","Neuropilin-1",0.308510095829279,0.249460891753325,"female"
"418","NAA50","N-alpha-acetyltransferase 50",0.308027902785755,0.0112595827107855,"female"
"419","RPL18","60S ribosomal protein L18",0.307651506522099,0.0564228561510012,"female"
"420","RPL9P9","60S ribosomal protein L9",0.306658185672113,0.0125846971434374,"female"
"421","SERPINB1","Leukocyte elastase inhibitor",0.306157155232153,0.00675417553007608,"female"
"422","RBBP7","Histone-binding protein RBBP7",0.306137742681509,0.0109509397118361,"female"
"423","PRPSAP1","Phosphoribosyl pyrophosphate synthase-associated protein 1",0.305876693719016,0.0421085817716423,"female"
"424","RPL4","60S ribosomal protein L4",0.305294156543617,0.0603960085235061,"female"
"425","PSPC1","Paraspeckle component 1",0.304712099521225,0.0686600295778974,"female"
"426","ATP6V0D1","V-type proton ATPase subunit d 1",0.304552567421039,0.234302367165279,"female"
"427","SNRPGP15","Putative small nuclear ribonucleoprotein G-like protein 15",0.303420224992784,0.121547696188104,"female"
"428","XPO4","Exportin-4",0.303307982289233,0.207236903406811,"female"
"429","LSM8","U6 snRNA-associated Sm-like protein LSm8",0.303217400760266,0.0935849614937805,"female"
"430","CFL2","Cofilin-2",0.302639838692421,0.00595804955332442,"female"
"431","DOHH","Deoxyhypusine hydroxylase",0.301967899031492,0.0777229746800579,"female"
"432","PARVB","Beta-parvin",0.300997313648269,0.0575887571990916,"female"
"433","GPX7","Glutathione peroxidase 7",0.300931200199043,0.200670843442689,"female"
"434","SESN1","Sestrin-1",0.300387987727369,0.00260487177585836,"female"
"435","RABEP1","Rab GTPase-binding effector protein 1",0.299935551483731,0.0356693892957597,"female"
"436","HYPK","Huntingtin-interacting protein K",0.298578820285897,0.101004557716146,"female"
"437","EIF4H","Eukaryotic translation initiation factor 4H",0.29824671295416,0.0186092898326564,"female"
"438","RNF181","E3 ubiquitin-protein ligase RNF181",0.297303312984097,0.0985403670560791,"female"
"439","CRIP1","Cysteine-rich protein 1",0.296738669975413,0.0759391678080868,"female"
"440","PIGK","GPI-anchor transamidase",0.294951370836831,0.0278338681168818,"female"
"441","TRPT1","tRNA 2'-phosphotransferase 1",0.294682110659448,0.227713393598439,"female"
"442","AP4S1","AP-4 complex subunit sigma-1",0.29426122327461,0.0639663841706899,"female"
"443","MEAK7","MTOR-associated protein MEAK7",0.294166968960628,0.176150231165827,"female"
"444","CALM1","Calmodulin-1",0.293786329310077,0.0433544985881804,"female"
"445","SART3","Squamous cell carcinoma antigen recognized by T-cells 3",0.292370121535182,0.155656438668006,"female"
"446","SCN1B","Sodium channel subunit beta-1",0.291995171685656,0.0275329990990473,"female"
"447","DEFA1B","Neutrophil defensin 1",0.29110051078303,0.157722682197753,"female"
"448","EIF4B","Eukaryotic translation initiation factor 4B",0.290679573545873,0.193069866419781,"female"
"449","MRPS14","28S ribosomal protein S14, mitochondrial",0.289631686474635,0.280706147888113,"female"
"450","PDE12","2',5'-phosphodiesterase 12",0.288737886631441,0.0293191130821414,"female"
"451","PREP","Prolyl endopeptidase",0.28827056344209,0.00884067417710068,"female"
"452","IGHV3-7","Immunoglobulin heavy variable 3-7",0.288000896980201,0.287508390862649,"female"
"453","CMAS","N-acylneuraminate cytidylyltransferase",0.287576394163663,0.0985403670560791,"female"
"454","PLPBP","Pyridoxal phosphate homeostasis protein",0.287419579060703,0.0186560432470228,"female"
"455","TM9SF2","Transmembrane 9 superfamily member 2",0.287275721564693,0.12253072813712,"female"
"456","SIAE","Sialate O-acetylesterase",0.287191749869006,0.055179437424416,"female"
"457","SPTA1","Spectrin alpha chain, erythrocytic 1",0.286714177122567,0.198094395643329,"female"
"458","UAP1L1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1",0.286568886474265,0.192662989708656,"female"
"459","ARMC10","Armadillo repeat-containing protein 10",0.286450303223905,0.137280502389978,"female"
"460","SETD3","Actin-histidine N-methyltransferase",0.285931124434274,0.0343378962423679,"female"
"461","ATOX1","Copper transport protein ATOX1",0.284525902190843,0.00983249663899372,"female"
"462","ATL2","Atlastin-2",0.284415232869021,0.0125846971434374,"female"
"463","UBXN6","UBX domain-containing protein 6",0.283125433265985,0.223681417135432,"female"
"464","TPRKB","EKC/KEOPS complex subunit TPRKB",0.282559523688366,0.0603960085235061,"female"
"465","GUK1","Guanylate kinase",0.282244369640152,0.190224339101131,"female"
"466","SNX1","Sorting nexin-1",0.281752208993051,0.0696392314338062,"female"
"467","HP1BP3","Heterochromatin protein 1-binding protein 3",0.281670937826703,0.111747089393347,"female"
"468","BAG2","BAG family molecular chaperone regulator 2",0.281407007552236,0.0207744213220104,"female"
"469","ADH5","Alcohol dehydrogenase class-3",0.280962519921211,0.0297893738949208,"female"
"470","PRDX4","Peroxiredoxin-4",0.278481365328714,0.015514651073564,"female"
"471","RAB4A","Ras-related protein Rab-4A",0.276530411088707,0.0312689654358993,"female"
"472","USP15","Ubiquitin carboxyl-terminal hydrolase 15",0.276304570102079,0.00881501460866038,"female"
"473","PDIA6","Protein disulfide-isomerase A6",0.274985631276291,0.0189978404625228,"female"
"474","H2BC20P","Putative histone H2B type 2-C",0.273807535776767,0.0628581650057082,"female"
"475","SF3B2","Splicing factor 3B subunit 2",0.27249230036848,0.0501181632740216,"female"
